Id,consent,SII_1,SII_1_other,SII_1_reason,SII_2,SII_2_unit,SII_2_unit_other,SII_3_1,SII_3_2,SII_3_2_other,SII_3_1_sub,SII_3_2_sub,SII_4_1,SII_4_2,SII_4_2_other,LoginDate,LoginStartTime,LoginEndTime,LoginDate_Last,LoginStartTime_Last,LoginEndTime_Last,SII_5,SII_6_1_UREA,SII_6_2_UREA,SII_6_3_UREA,SII_6_3_other_UREA,SII_6_4_UREA,SII_6_4_other_UREA,SII_7_1_UREA,SII_7_2_UREA,SII_7_3_UREA,SII_6_1_DAP,SII_6_2_DAP,SII_6_3_DAP,SII_6_3_other_DAP,SII_6_4_DAP,SII_6_4_other_DAP,SII_7_1_DAP,SII_7_2_DAP,SII_7_3_DAP,SII_6_1_MOP,SII_6_2_MOP,SII_6_3_MOP,SII_6_3_other_MOP,SII_6_4_MOP,SII_6_4_other_MOP,SII_7_1_MOP,SII_7_2_MOP,SII_7_3_MOP,SII_6_1_ZINC,SII_6_2_ZINC,SII_6_3_ZINC,SII_6_3_other_ZINC,SII_6_4_ZINC,SII_6_4_other_ZINC,SII_7_1_ZINC,SII_7_2_ZINC,SII_7_3_ZINC,SII_6_1_NPK,SII_6_2_NPK,SII_6_3_NPK,SII_6_3_other_NPK,SII_6_4_NPK,SII_6_4_other_NPK,SII_7_1_NPK,SII_7_2_NPK,SII_7_3_NPK,FKT_1,FKT_2,FKT_3
B01V04F0114,1,1,,,75,1,,5,2,,0,,0,,,20-8-2018,16:21:6,16:22:10,,,,1,0,,,,,,,,,1,6,5,,3,,1,,,1,100,1,,,,1,,,0,,,,,,,,,0,,,,,,,,,1,5,
B01V04F0117,1,1,,,45,1,,2,2,,0,,0,,,7-8-2018,16:9:57,16:11:20,,,,1,1,50,1,,,,1,,,1,100,1,,,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,1,50RUPIYA NU BALANCENATHI MALIYU ANE REPORT NATHI MALIYO AEMNE AETLE KRISHI TARANG MATHI CALL AAVE TO KRISHI TARANG NO NUMBER JOINE J CALL CUT KARI DEY CHHE.
B01V04F0118,1,1,,,45,1,,12,2,,0,,1,2,,18-8-2018,10:56:31,10:58:11,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,
B01V04F0119,1,1,,,70,1,,8.75,1,,0,,1,2,,18-8-2018,10:37:6,10:39:11,,,,1,0,,,,,,,,,1,3,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B01V04F0120,1,1,,,50,1,,2,1,,0,,0,,,20-8-2018,9:43:25,9:44:21,,,,1,0,,,,,,,,,1,1,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,3,MAHITI AAPE CHHE PAN KAI KHBR NATHI PADTI..
B01V04F0121,1,1,,,2,2,,12.5,1,,0,,1,-98,DRIP IRIGATION,17-8-2018,13:28:11,13:28:45,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,
B01V04F0122,1,1,,,45,1,,2,1,,0,,1,2,,18-8-2018,10:5:50,10:6:50,,,,1,0,,,,,,,,,1,1,5,,3,,1,,,1,1,5,,3,,1,,,1,10,1,,,,1,,,0,,,,,,,,,1,5,BDHU SARU J CHHE..
B01V05F0123,1,1,,,1,2,,40,1,,0,,1,1,,17-8-2018,15:36:40,15:38:42,20-8-2018,11:29:42,11:29:58,1,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B01V05F0124,1,1,,,75,1,,5,1,,0,,1,1,,16-8-2018,9:46:25,9:47:32,,,,1,0,,,,,,,,,1,2,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B01V05F0125,1,1,,,1,2,,10,1,,,,0,,,11-8-2018,10:49:56,10:50:21,,,,1,0,,,,,,,,,1,125,1,,,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,NA
B01V05F0126,1,1,,,1,2,,2,2,,,,1,2,,8-8-2018,16:41:4,16:42:47,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,NA
B01V05F0127,1,1,,,45,1,,2,2,,0,,0,,,20-8-2018,10:27:43,10:28:48,,,,1,0,,,,,,,,,1,2,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,4,MAHITI SACHI HOY CHE PAN REPORT NATHI MALIYO..
B01V05F0128,1,1,,,2,2,,5,1,,0,,1,2,,8-8-2018,16:38:18,16:39:11,,,,1,0,,,,,,,,,1,2,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B01V05F0129,1,1,,,35,1,,15,1,,0,,1,2,,20-8-2018,9:36:20,9:37:23,,,,1,0,,,,,,,,,1,6,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,MAHITI SARI CHE NE MAHITI AAVI RITE AAPTA REJO
B01V05F0130,1,1,,,65,1,,4,1,,0,,1,2,,16-8-2018,11:1:24,11:2:43,,,,1,0,,,,,,,,,1,2,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B01V05F0131,1,1,,,42,1,,6,1,,0,,1,1,,17-8-2018,11:58:41,11:59:44,,,,1,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,1,"AKHA DIVAS MA EK VAR PHONE AVE TO SARU, BAHUJ PHONE AVE CHHE"
B01V05F0132,1,1,,,50,1,,35,1,,0,,1,2,,18-8-2018,16:3:59,16:6:5,,,,1,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,4,
B01V05F0133,1,1,,,45,1,,10,1,,0,,1,2,,16-8-2018,10:22:1,10:23:4,,,,1,0,,,,,,,,,1,4,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B01V05F0135,1,1,,,2,2,,2,1,,0,,1,2,,17-8-2018,12:22:8,12:22:55,,,,1,0,,,,,,,,,1,1,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B01V05F0137,1,1,,,1,2,,1.5,2,,0,,1,3,,7-8-2018,16:4:30,16:6:59,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,
B01V05F0138,1,1,,,60,1,,10,1,,0,,1,2,,17-8-2018,12:1:53,12:2:36,17-8-2018,12:12:50,12:13:9,1,0,,,,,,,,,1,5,5,,2,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B01V05F0139,1,1,,,30,1,,1,2,,0,,1,2,,10-8-2018,12:31:20,12:33:15,,,,1,0,,,,,,,,,1,1,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,1,
B01V05F0140,1,1,,,45,1,,2.5,2,,,,1,-98,DRIP IRRIGATION,7-8-2018,11:15:5,11:16:0,7-8-2018,11:18:9,11:18:56,1,0,,,,,,,,,1,2,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,MAHITI UPYOGI THAY CHE
B01V05F0141,1,1,,,2,2,,3,1,,0,,1,2,,18-8-2018,9:30:42,9:31:29,,,,1,0,,,,,,,,,1,4,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B01V05F0142,1,1,,,60,1,,6,2,,0,,1,2,,11-8-2018,10:11:47,10:12:28,,,,1,0,,,,,,,,,1,8,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B01V05F0143,1,1,,,20,1,,5,2,,0,,1,2,,8-8-2018,10:36:37,10:41:41,,,,1,1,2,5,,2,,1,,,1,3,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,4,
B01V05F0144,1,1,,,20,1,,8,1,,0,,1,2,,10-8-2018,12:18:8,12:18:51,,,,1,0,,,,,,,,,1,3,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,4,
B01V05F0145,1,1,,,30,1,,8,1,,0,,0,,,8-8-2018,10:23:51,10:24:37,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,
B01V05F0146,1,1,,,45,1,,3.5,2,,0,,0,,,20-8-2018,12:24:56,12:26:5,,,,1,0,,,,,,,,,1,3,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,VARSAD AAVE TO UPYOGI LAGE NAKAR KAI UPAYOGI NATHI LAGTI.
B01V05F0149,1,1,,,35,1,,6.5,2,,0,,0,,,9-8-2018,9:40:25,9:42:46,9-8-2018,10:6:21,10:6:33,1,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,4,
B01V05F0150,1,1,,,45,1,,4,2,,0,,1,2,,7-8-2018,15:13:21,15:14:18,8-8-2018,15:52:28,15:53:29,1,0,,,,,,,,,1,4,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B01V05F0151,1,1,,,1,2,,5,1,,0,,1,2,,10-8-2018,15:38:0,15:40:18,10-8-2018,15:40:29,15:41:17,1,0,,,,,,,,,1,2,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,4,
B01V06F0152,1,1,,,45,1,,7.5,1,,0,,1,2,,20-8-2018,10:16:54,10:18:26,,,,1,0,,,,,,,,,1,2.5,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B01V06F0153,1,1,,,2,2,,11,1,,0,,1,1,,18-8-2018,10:31:11,10:32:10,,,,1,0,,,,,,,,,1,4,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,MAHITI PRAMANE J KAPAS NU VAVETAR KARYU CHE
B01V06F0155,1,1,,,2,2,,2,2,,0,,1,2,,8-8-2018,9:36:23,9:37:54,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,
B01V06F0156,1,1,,,75,1,,10,1,,0,,1,2,,17-8-2018,13:10:31,13:11:50,,,,1,0,,,,,,,,,1,4,5,,3,,1,,,1,3,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,1,5,NA
B01V06F0157,1,1,,,2,2,,2,2,,0,,1,2,,10-8-2018,12:30:45,12:31:39,,,,1,0,,,,,,,,,1,1,5,,3,,1,,,1,30,1,,,,1,,,0,,,,,,,,,0,,,,,,,,,1,5,NA
B01V06F0158,1,1,,,45,1,,7.5,1,,,,1,2,,8-8-2018,15:38:7,15:39:38,,,,1,0,,,,,,,,,1,1,5,,3,,1,,,1,1,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,1,5,NA
B01V06F0161,1,1,,,35,1,,3,1,,0,,1,1,,16-8-2018,9:56:16,9:56:41,,,,1,1,1,5,,3,,1,,,1,1,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B01V06F0162,1,1,,,1,2,,8,2,,0,,1,2,,8-8-2018,16:23:13,16:24:24,,,,1,0,,,,,,,,,1,4,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,BAVU J SARI CHE TAMARI MAHITI
B01V06F0163,1,1,,,1,2,,8,2,,0,,1,1,,10-8-2018,15:38:33,15:39:47,,,,1,0,,,,,,,,,1,5,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B01V06F0164,1,1,,,45,1,,10,1,,0,,1,2,,7-8-2018,15:49:33,15:51:9,,,,1,0,,,,,,,,,1,4,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,3,NA
B01V06F0166,1,1,,,1,2,,5,2,,0,,1,2,,8-8-2018,9:43:52,9:44:57,,,,1,0,,,,,,,,,1,5,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,4,
B01V06F0168,1,1,,,1,2,,2,2,,0,,1,1,,8-8-2018,15:25:19,15:26:20,,,,1,0,,,,,,,,,1,2,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B01V06F0169,1,1,,,1,2,,7.5,1,,0,,1,2,,18-8-2018,10:41:55,10:42:46,,,,1,1,3,5,,2,,1,,,1,2,5,,3,,1,,,1,2,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,1,5,
B01V06F0170,1,1,,,45,1,,2.5,2,,,,1,2,,7-8-2018,10:47:36,10:52:33,7-8-2018,10:58:3,10:58:41,1,0,,,,,,,,,1,3,5,,3,,1,,,1,50,1,,,,1,,,0,,,,,,,,,0,,,,,,,,,1,5,
B01V07F0171,1,1,,,2,2,,7,1,,0,,1,2,,18-8-2018,11:29:15,11:29:57,,,,1,0,,,,,,,,,1,2,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,
B01V07F0172,1,0,,MAGFALI NU VAVETAR KARYU CHE AETALE KAPAS NU VAVETAR NATHI KARYU,,,,,,,,,,,,16-8-2018,12:2:46,12:4:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,SARI CHE MAHITI
B01V07F0173,1,1,,,1,2,,2.5,1,,0,,1,2,,17-8-2018,15:33:13,15:34:45,20-8-2018,11:32:13,11:32:31,1,0,,,,,,,,,1,1,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B01V07F0174,1,1,,,45,1,,6,1,,0,,1,2,,9-8-2018,16:32:3,16:33:44,,,,1,0,,,,,,,,,1,2,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,2,
B01V07F0176,1,1,,,1,2,,5,1,,0,,1,1,,16-8-2018,11:9:45,11:10:38,,,,1,0,,,,,,,,,1,2,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B01V07F0178,1,1,,,2,2,,3,2,,0,,1,2,,9-8-2018,11:50:4,11:50:40,10-8-2018,10:42:54,10:43:13,1,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,3,5,,3,,1,,,1,3,HAWAMAN ANE MARKET PRICE NI MAHITI JOYE CHE
B01V07F0179,1,1,,,2,2,,3.5,1,,0,,1,2,,7-8-2018,15:58:54,15:59:45,7-8-2018,16:0:33,16:0:55,1,0,,,,,,,,,1,1.5,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B01V07F0180,1,1,,,40,1,,10,1,,0,,1,1,,9-8-2018,11:30:28,11:32:19,,,,1,0,,,,,,,,,1,3,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,NA
B01V07F0183,1,1,,,1,2,,12,1,,0,,1,2,,10-8-2018,12:26:56,12:27:29,,,,1,0,,,,,,,,,1,7,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B01V07F0184,1,1,,,35,1,,18,1,,0,,1,3,,20-8-2018,11:21:16,11:21:45,20-8-2018,11:23:1,11:23:9,1,0,,,,,,,,,1,6,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,kapas phela pn vavetar kariyutu pn fail gayo
B01V07F0185,1,1,,,42,1,,10,1,,0,,0,,,17-8-2018,16:41:41,16:42:39,,,,1,0,,,,,,,,,1,4,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B01V07F0186,1,1,,,30,1,,7,2,,0,,1,2,,8-8-2018,17:4:44,17:6:7,,,,1,0,,,,,,,,,1,11,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B01V07F0187,1,1,,,40,1,,10,1,,0,,1,2,,18-8-2018,11:51:43,11:53:11,20-8-2018,11:1:37,11:3:9,1,0,,,,,,,,,1,4,5,,2,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B01V07F0188,1,1,,,30,1,,8,1,,0,,0,,,10-8-2018,11:46:45,11:47:44,10-8-2018,11:48:15,11:48:37,1,0,,,,,,,,,1,2,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,MAHITI BAROBAR J CHHE VARSAD VAGAR SU KARVANU.
B01V07F0190,1,1,,,40,1,,7,1,,0,,0,,,17-8-2018,15:31:10,15:32:0,,,,1,0,,,,,,,,,1,3,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,3,NA
B01V07F0191,1,0,,,,,,,,,,,,,,16-8-2018,10:54:41,10:56:19,18-8-2018,11:0:35,11:0:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,
B01V07F0193,1,1,,,32,1,,10,1,,0,,1,2,,9-8-2018,12:16:45,12:20:17,9-8-2018,12:26:40,12:26:49,1,0,,,,,,,,,1,4,5,,2,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B01V07F0194,1,1,,,40,1,,2,1,,0,,1,2,,18-8-2018,10:14:50,10:15:36,,,,1,1,1,5,,3,,1,,,1,1,5,,3,,1,,,1,1,5,,3,,0,2,1,1,10,1,,,,1,,,0,,,,,,,,,1,5,
B01V07F0196,1,1,,,60,1,,8.5,1,,0,,1,2,,17-8-2018,11:24:3,11:25:49,,,,1,1,1,5,,3,,1,,,1,3,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,4,
B01V07F0197,1,1,,,2,2,,10,1,,,,1,2,,7-8-2018,11:38:1,11:38:51,,,,1,0,,,,,,,,,1,2,5,,3,,1,,,0,,,,,,,,,1,2,5,,3,,1,,,0,,,,,,,,,1,5,DIRECT QUESTION PUCHHI SAKAY CONTACT KARINE KRISHI TARANG MA
B01V07F0198,0,,,,,,,,,,,,,,,18-8-2018,10:55:9,10:55:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
B01V07F0199,1,1,,,30,1,,1,1,,0,,1,1,,8-8-2018,15:4:35,15:6:22,,,,1,0,,,,,,,,,1,20,1,,,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B01V07F0200,1,1,,,1,2,,10,1,,0,,0,,,9-8-2018,10:49:39,10:51:15,,,,1,0,,,,,,,,,1,4,5,,2,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,4,VARSHAAD THAY TO KAIK KAHIYE.
B01V07F0201,1,1,,,60,1,,15,1,,0,,1,2,,16-8-2018,11:35:20,11:36:48,16-8-2018,11:40:17,11:41:28,1,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B01V08F0203,1,1,,,45,1,,10,1,,0,,1,1,,17-8-2018,15:44:16,15:44:38,,,,1,0,,,,,,,,,1,4,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B01V08F0204,1,1,,,25,1,,5,1,,,,0,,,7-8-2018,11:44:52,11:46:28,,,,1,0,,,,,,,,,1,1,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B01V08F0205,1,1,,,40,1,,11,1,,,,1,2,,7-8-2018,11:17:35,11:20:13,,,,1,1,2,5,,2,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,BAROBAR J CHHE MAHITI.
B01V08F0206,1,1,,,2,2,,6,2,,0,,1,2,,16-8-2018,15:42:22,15:44:11,,,,1,0,,,,,,,,,1,5,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B01V08F0207,1,1,,,30,1,,25,1,,0,,1,1,,16-8-2018,12:10:47,12:11:31,16-8-2018,12:21:19,12:21:29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,
B01V08F0208,1,1,,,35,1,,8,2,,0,,1,1,,16-8-2018,12:17:38,12:18:22,,,,1,1,4,5,,3,,1,,,0,,,,,,,,,1,4,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,1,5,
B01V08F0209,1,1,,,45,1,,2,2,,0,,0,,,17-8-2018,17:6:22,17:7:18,,,,1,0,,,,,,,,,1,2,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B01V08F0210,1,1,,,25,1,,7,1,,0,,1,2,,10-8-2018,15:58:37,16:0:45,,,,1,0,,,,,,,,,1,3,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,3,
B01V08F0211,1,1,,,50,1,,2.5,2,,0,,0,,,20-8-2018,10:53:5,10:54:34,,,,1,0,,,,,,,,,1,2,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,MAHITI SACHI CHHE TMARI SANSTHANI..
B01V08F0212,1,1,,,2,2,,7.5,1,,0,,1,2,,16-8-2018,11:9:44,11:11:1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,
B01V08F0214,1,1,,,40,1,,2,1,,0,,1,2,,18-8-2018,10:59:32,10:59:58,,,,1,0,,,,,,,,,1,1,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B01V08F0215,1,1,,,35,1,,4.5,1,,0,,0,,,17-8-2018,9:41:39,9:42:51,,,,1,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B01V08F0216,1,1,,,1,2,,9,2,,0,,0,,,9-8-2018,10:20:14,10:21:19,9-8-2018,10:22:53,10:23:4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,
B01V08F0217,1,1,,,25,1,,3,2,,0,,1,3,,8-8-2018,10:7:57,10:9:27,,,,1,0,,,,,,,,,1,3,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B01V08F0218,1,1,,,30,1,,2,2,,0,,1,2,,16-8-2018,12:8:58,12:10:17,,,,1,0,,,,,,,,,1,2,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,SARI AAVE CHE MAHITI
B01V08F0219,1,1,,,1,2,,7.5,1,,0,,1,2,,16-8-2018,11:16:17,11:17:16,,,,1,0,,,,,,,,,1,2,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,MAHITI SARI CHE
B01V08F0220,1,1,,,1,2,,3,2,,0,,1,2,,18-8-2018,15:9:2,15:10:3,,,,1,0,,,,,,,,,1,3,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B01V08F0221,1,1,,,30,1,,7.5,1,,0,,1,2,,16-8-2018,15:55:25,15:56:26,,,,1,0,,,,,,,,,1,3,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B01V08F0222,1,1,,,2,2,,30,1,,0,,1,2,,7-8-2018,15:32:36,15:34:14,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,NA
B01V08F0224,1,1,,,25,1,,2.5,2,,0,,1,2,,10-8-2018,11:33:26,11:34:15,,,,1,0,,,,,,,,,1,1,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B01V08F0225,1,1,,,1,2,,60,1,,0,,1,2,,8-8-2018,11:17:46,11:18:24,8-8-2018,11:18:54,11:19:11,1,0,,,,,,,,,1,25,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B01V08F0226,1,1,,,40,1,,1.5,2,,0,,1,2,,9-8-2018,10:42:17,10:43:44,,,,1,0,,,,,,,,,1,75,1,,,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B01V08F0227,1,1,,,1,2,,5,1,,0,,1,1,,16-8-2018,12:0:32,12:1:27,,,,1,0,,,,,,,,,1,1,5,,3,,1,,,1,35,1,,,,1,,,0,,,,,,,,,0,,,,,,,,,1,5,MAHITI BHUV J SARS AVE CHE
B01V08F0228,1,1,,,45,1,,10,1,,0,,1,2,,17-8-2018,13:24:14,13:24:54,,,,1,0,,,,,,,,,1,2,5,,3,,1,,,1,3,5,,1,,1,,,0,,,,,,,,,0,,,,,,,,,1,5,NA
B01V08F0230,1,1,,,45,1,,4,2,,0,,1,1,,16-8-2018,11:48:7,11:48:55,,,,1,0,,,,,,,,,1,40,1,,,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B01V08F0232,1,1,,,1,2,,10,1,,0,,1,1,,7-8-2018,16:14:22,16:15:40,,,,1,0,,,,,,,,,1,2,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B01V08F0233,1,1,,,45,1,,2,2,,0,,1,2,,17-8-2018,9:53:51,9:55:58,,,,1,0,,,,,,,,,1,2,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,EYAL VISHE NI MAHII JOI CHHE.
B01V08F0234,1,1,,,1,2,,4,1,,0,,1,1,,8-8-2018,15:50:40,15:51:1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,
B01V08F0235,1,1,,,35,1,,5,1,,0,,1,-98,BHADE PANI LAVE CHE,17-8-2018,15:29:0,15:30:43,20-8-2018,11:31:48,11:32:1,1,0,,,,,,,,,1,2,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B01V08F0236,1,1,,,1,2,,10,1,,,,1,2,,7-8-2018,11:56:37,11:57:36,7-8-2018,13:47:8,13:47:25,1,1,1,5,,3,,1,,,1,1,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B01V08F0237,1,1,,,38,1,,2,1,,0,,1,2,,8-8-2018,15:41:18,15:42:33,8-8-2018,15:46:32,15:46:53,1,0,,,,,,,,,1,1,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,4,
B01V08F0238,1,1,,,25,1,,4,2,,0,,1,-98,KUVAMATHI BHADE THI PANI LAVE CHHE.,8-8-2018,11:32:45,11:35:19,8-8-2018,11:38:46,11:39:14,1,0,,,,,,,,,1,4,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,TAMARI SANSTHA KHUB SARU KAM KARE CHHE.MAHITI KHUB J UPAYOGI CHHE.
B01V09F0239,1,1,,,70,1,,4,1,,0,,1,2,,18-8-2018,15:39:1,15:40:42,,,,1,0,,,,,,,,,1,1,5,,1,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B01V09F0241,1,1,,,45,1,,14,2,,0,,1,2,,10-8-2018,16:7:17,16:9:20,,,,1,0,,,,,,,,,1,14,5,,3,,1,,,1,7,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,1,5,MAHITI PRMANE J KHATAR AVIU CHE
B01V09F0243,1,1,,,1,2,,12,1,,0,,1,2,,7-8-2018,15:5:34,15:7:7,,,,1,0,,,,,,,,,1,4,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,NA
