uid,consent,SII_1,SII_1_other,SII_1_reason,Date,Sow_date,SII_3_1,SII_3_2,SII_4_1,SII_4_2,SII_5,SII_6_1_UREA,SII_6_2_UREA,SII_6_3_UREA,SII_6_4_UREA,SII_7_1_UREA,SII_7_2_UREA,SII_7_3_UREA,SII_6_1_DAP,SII_6_2_DAP,SII_6_3_DAP,SII_6_4_DAP,SII_7_1_DAP,SII_7_2_DAP,SII_7_3_DAP,SII_6_1_MOP,SII_6_2_MOP,SII_6_3_MOP,SII_6_4_MOP,SII_7_1_MOP,SII_7_2_MOP,SII_7_3_MOP,SII_6_1_ZINC,SII_6_2_ZINC,SII_6_3_ZINC,SII_6_4_ZINC,SII_7_1_ZINC,SII_7_2_ZINC,SII_7_3_ZINC,SII_6_1_NPK_202020,SII_6_2_NPK_202020,SII_6_3_NPK_202020,SII_6_4_NPK_202020,SII_7_1_NPK_202020,SII_7_2_NPK_202020,SII_7_3_NPK_202020,SII_6_1_NPK_20200,SII_6_2_NPK_20200,SII_6_3_NPK_20200,SII_6_4_NPK_20200,SII_7_1_NPK_20200,SII_7_2_NPK_20200,SII_7_3_NPK_20200,SII_6_1_NPK_123216,SII_6_2_NPK_123216,SII_6_3_NPK_123216,SII_6_4_NPK_123216,SII_7_1_NPK_123216,SII_7_2_NPK_123216,SII_7_3_NPK_123216,FKT_1,FKT_2,FKT_3
B03V33F0972,Yes,Sowing,,,2018-08-09,2018-06-25,2.5,Bigha,1,Underground water,1,No,,,,,,,No,,,,,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,KAMKAJ SARU CHE TAMARI SANSTHANU KHUB SARAS SEVA AAPE CHHE.
B03V33F0975,Yes,Sowing,,,2018-08-09,2018-06-10,2.5,Bigha,1,Underground water,1,No,,,,,,,Yes,1,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B03V33F0977,Yes,Sowing,,,2018-08-18,2018-06-19,10.0,Bigha,1,Underground water,1,No,,,,,,,Yes,3,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,BAVU SARI MAHITI CHE
B03V33F0979,Yes,Sowing,,,2018-08-09,2018-07-10,2.5,Bigha,1,Underground water,1,No,,,,,,,Yes,50,Bag,25 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B03V33F0981,Yes,Sowing,,,2018-08-20,2018-07-21,2.0,Bigha,1,Underground water,1,No,,,,,,,Yes,1,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B03V33F0982,Yes,Sowing,,,2018-08-10,2018-06-26,6.0,Bigha,1,Underground water,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Somewhat useful,
B03V33F0984,Yes,Sowing,,,2018-08-10,2018-06-11,5.0,Bigha,1,Underground water,1,No,,,,,,,Yes,1,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Useful,
B03V33F0985,Yes,Sowing,,,2018-08-18,2018-07-04,4.0,Bigha,1,Rainfall,1,Yes,60,Kilo,,Yes,,,Yes,60,Kilo,,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,PAK BALI GAYO CHE
B03V33F0986,Yes,Sowing,,,2018-08-18,2018-07-09,5.0,Bigha,1,Underground water,1,No,,,,,,,Yes,2,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,REPORTS VELA JOYIE CHE
B03V33F0987,Yes,Sowing,,,2018-08-08,2018-07-14,2.5,Bigha,1,Underground water,1,No,,,,,,,Yes,1,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B03V33F0989,Yes,Sowing,,,2018-08-11,2018-06-27,1.0,Bigha,1,Underground water,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B03V34F0990,Yes,Sowing,,,2018-08-17,2018-07-18,11.0,Bigha,1,Underground water,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B03V34F0991,Yes,Sowing,,,2018-08-11,2018-06-27,10.0,Bigha,1,Underground water,1,No,,,,,,,Yes,1.5,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,MAHITI SARI AVE CHE
B03V34F0992,Yes,No sowing,,VARSAD NATHI AETLE VAVETAR NATHI KARIYU,2018-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Useful,
B03V34F0993,Yes,Sowing,,,2018-08-10,2018-07-09,3.5,Bigha,1,Underground water,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B03V34F0994,Yes,Sowing,,,2018-08-10,2018-06-26,3.0,Bigha,1,Underground water,1,No,,,,,,,Yes,1,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Somewhat useful,
B03V34F0996,Yes,No sowing,,JUVAR NU VAVETAR KARYU CHE ATLE KAPASH NATHI VAVYO,2018-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B03V34F0997,Yes,Sowing,,,2018-08-09,2018-07-10,5.5,Bigha,1,Underground water,1,No,,,,,,,Yes,1,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B03V34F0998,Yes,Sowing,,,2018-08-07,2018-06-18,9.0,Bigha,1,Rainfall,1,No,,,,,,,Yes,1.5,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B03V34F0999,Yes,Sowing,,,2018-08-08,2018-06-09,10.0,Bigha,1,Underground water,1,No,,,,,,,Yes,2,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B03V34F1001,Yes,Sowing,,,2018-08-09,2018-06-10,8.0,Bigha,1,Underground water,1,No,,,,,,,Yes,3,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B03V34F1002,Yes,Sowing,,,2018-08-18,2018-06-04,10.0,Bigha,1,Underground water,1,No,,,,,,,Yes,125,Kilo,,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B03V34F1005,Yes,Sowing,,,2018-08-10,2018-07-11,6.0,Bigha,1,Rainfall,1,No,,,,,,,Yes,1,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B03V34F1006,Yes,Sowing,,,2018-08-18,2018-07-04,1.5,Bigha,1,Underground water,1,No,,,,,,,Yes,30,Kilo,,Yes,,,Yes,28,Kilo,,Yes,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,SARI MAHITI CHE
B03V34F1008,Yes,Sowing,,,2018-08-07,2018-06-08,15.0,Bigha,1,Underground water,1,No,,,,,,,Yes,3,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B03V34F1009,Yes,Sowing,,,2018-08-07,2018-07-08,10.0,Bigha,1,Underground water,1,No,,,,,,,Yes,2,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,No,,
B03V34F1010,Yes,Sowing,,,2018-08-10,2018-07-16,7.0,Bigha,1,Underground water,1,No,,,,,,,Yes,70,Kilo,,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B03V34F1011,Yes,Sowing,,,2018-08-17,2018-06-18,2.5,Bigha,1,Underground water,1,No,,,,,,,Yes,1,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,BADHA NA REPORT AAVI GAYA CHHE MARO REPORT KYARE MOKLSO
B03V34F1012,Yes,Sowing,,,2018-08-17,2018-07-11,8.5,Bigha,1,Underground water,1,No,,,,,,,Yes,2,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B03V34F1013,Yes,Sowing,,,2018-08-08,2018-07-09,4.0,Bigha,1,Underground water,1,No,,,,,,,Yes,1,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,MAHITI BHUV SARI APO CHO
B03V34F1015,Yes,Sowing,,,2018-08-17,2018-06-18,1.0,Bigha,1,Underground water,1,No,,,,,,,Yes,8,Kilo,,Yes,,,Yes,10,Kilo,,Yes,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Somewhat useful,"PAYANA KHATAR VISHE NI MAHITI VARE VARE NA MOKALO,HVE KAIK NAVI MAHITI MOLAVO,ANE POSHAKTTAVO NI UNAP MATE NI LABORATORY KARAVI CHE TO AENA MATE SU KARVU."
B03V34F1016,Yes,Sowing,,,2018-08-20,2018-06-21,5.0,Bigha,1,Surface Irrigation,1,No,,,,,,,Yes,1,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B03V35F1021,Yes,Sowing,,,2018-08-16,2018-06-17,15.0,Bigha,1,Underground water,1,No,,,,,,,Yes,3,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Somewhat useful,NA
B03V35F1023,Yes,Sowing,,,2018-08-16,2018-07-07,5.0,Bigha,1,Underground water,1,No,,,,,,,Yes,60,Kilo,,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,MAHITI SARI CHHE.
B03V35F1024,Yes,Sowing,,,2018-08-17,2018-07-03,8.0,Bigha,1,Underground water,1,No,,,,,,,Yes,2,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,No,,
B03V35F1025,Yes,Sowing,,,2018-08-10,2018-06-26,14.0,Bigha,1,Underground water,1,No,,,,,,,Yes,2,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,Yes,8,Bag,50 Kilogram,Yes,,,Yes,Very useful,KAPAS NO PAN SUKAI JAY CHHE ANE KUKADAI JAY CHHE.
B03V35F1026,Yes,Sowing,,,2018-08-18,2018-07-29,5.0,Bigha,0,,1,No,,,,,,,Yes,2,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Useful,
B03V35F1028,Yes,Sowing,,,2018-08-21,2018-06-27,3.0,Bigha,1,Underground water,1,No,,,,,,,Yes,1,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Somewhat useful,
B03V35F1029,Yes,Sowing,,,2018-08-17,2018-06-18,8.0,Bigha,1,Underground water,1,No,,,,,,,Yes,75,Kilo,,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B03V35F1030,Yes,Sowing,,,2018-08-09,2018-08-08,6.0,Bigha,1,Underground water,1,No,,,,,,,Yes,2,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B03V35F1031,Yes,Sowing,,,2018-08-07,2018-06-08,5.0,Bigha,1,Underground water,1,No,,,,,,,Yes,1,Bag,25 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B03V35F1032,Yes,Sowing,,,2018-08-07,2018-06-23,5.0,Bigha,1,Underground water,1,Yes,1,Bag,25 Kilogram,Yes,,,Yes,1,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Useful,
B03V35F1033,Yes,Sowing,,,2018-08-18,2018-07-09,5.0,Bigha,1,Underground water,1,No,,,,,,,Yes,3,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Useful,
B03V35F1034,Yes,Sowing,,,2018-08-16,2018-06-02,10.0,Bigha,1,Rainfall,1,No,,,,,,,Yes,4,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B03V35F1035,Yes,Sowing,,,2018-08-07,2018-07-03,14.0,Bigha,1,Underground water,1,No,,,,,,,Yes,140,Kilo,,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B03V35F1036,Yes,Sowing,,,2018-08-08,2018-07-14,12.0,Bigha,1,Underground water,1,No,,,,,,,Yes,3,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,MAHITI SARI APO CHO
B03V35F1037,Yes,Sowing,,,2018-08-16,2018-07-02,6.0,Bigha,1,Underground water,1,No,,,,,,,Yes,2,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,MAHITI THODI AGAV NI MALE CHHE KAPAS 45DIVAS NO CHHE TO 60 DIVAS NA KAPAS NI MAHITI MALE CHHE
B03V35F1038,Yes,Sowing,,,2018-08-18,2018-06-14,25.0,Bigha,1,Underground water,1,No,,,,,,,Yes,6,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,BARABAR CHE MAHITI
B03V35F1039,Yes,Sowing,,,2018-08-17,2018-07-03,20.0,Bigha,1,Underground water,1,No,,,,,,,No,,,,,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,Yes,5,Bag,50 Kilogram,Yes,,,Yes,Very useful,BAVU SARI MAHITI CHE
B03V35F1041,Yes,No sowing,,PAK BAGDIJAY CHE MATE NATHI VAVYO,2018-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Not useful,COTTON VAVYU NATHI MATE MAHITI NATHI SAMBHADTA
B03V36F1049,Yes,Sowing,,,2018-08-08,2018-07-04,6.0,Acre,1,Underground water,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B03V36F1050,Yes,Sowing,,,2018-08-08,2018-07-09,5.0,Bigha,1,Underground water,1,No,,,,,,,Yes,2,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B03V36F1051,Yes,Sowing,,,2018-08-10,2018-07-06,10.0,Bigha,1,Underground water,1,No,,,,,,,Yes,3,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B03V36F1052,Yes,Sowing,,,2018-08-18,2018-07-14,15.0,Bigha,1,Underground water,1,No,,,,,,,Yes,2,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B03V36F1053,Yes,Sowing,,,2018-08-10,2018-07-15,3.0,Bigha,1,Underground water,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B03V36F1056,Yes,Sowing,,,2018-08-18,2018-07-04,4.0,Bigha,1,Underground water,1,No,,,,,,,Yes,1.5,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Somewhat useful,
B03V36F1057,Yes,Sowing,,,2018-08-18,2018-07-19,18.0,Bigha,1,Underground water,1,No,,,,,,,Yes,3.5,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B03V36F1058,Yes,Sowing,,,2018-08-11,2018-07-07,5.0,Bigha,1,Rainfall,1,No,,,,,,,Yes,1,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B03V36F1059,Yes,Sowing,,,2018-08-10,2018-07-11,3.0,Bigha,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,
B03V36F1060,Yes,Sowing,,,2018-08-16,2018-06-17,5.0,Bigha,1,Rainfall,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Useful,
B03V36F1061,Yes,Sowing,,,2018-08-20,2018-07-16,3.0,Bigha,1,Underground water,1,No,,,,,,,Yes,1,Bag,50 Kilogram,No,3,Bigha,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B03V36F1062,Yes,Sowing,,,2018-08-17,2018-07-18,3.0,Bigha,1,Rainfall,1,No,,,,,,,No,,,,,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Useful,
B03V36F1063,Yes,Sowing,,,2018-08-20,2018-07-21,5.0,Bigha,1,Underground water,1,No,,,,,,,No,,,,,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B03V36F1064,Yes,No sowing,,,2018-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Somewhat useful,
B03V36F1065,Yes,No sowing,,PANI NATHI AETALE KAPAS NI JAGYAE MAGFALI NU VAVETAR KARYU CHE,2018-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,TAMARI MAHITI BAVU SARI CHE
B03V36F1066,Yes,No sowing,,,2018-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Useful,
B03V36F1067,Yes,Sowing,,,2018-08-08,2018-07-09,8.0,Bigha,0,,1,No,,,,,,,Yes,3,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Not useful,VARSHAAD THAY TO MAHITI UPAGOYI THAY..
B03V36F1068,Yes,Sowing,,,2018-08-10,2018-07-16,3.0,Bigha,1,Rainfall,1,No,,,,,,,Yes,1,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Useful,
B03V36F1070,Yes,Sowing,,,2018-08-17,2018-07-13,15.0,Bigha,1,Underground water,1,No,,,,,,,Yes,2,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B03V36F1071,Yes,Sowing,,,2018-08-18,2018-07-04,5.0,Bigha,1,Underground water,1,No,,,,,,,No,,,,,,,No,,,,,,,No,,,,,,,Yes,1.5,Bag,50 Kilogram,Yes,,,,,,,,,,,,,,,,,Yes,Very useful,
B03V36F1073,Yes,Sowing,,,2018-08-09,2018-06-25,3.5,Bigha,1,Underground water,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Useful,
B03V36F1074,Yes,Sowing,,,2018-08-10,2018-07-21,3.0,Bigha,1,Rainfall,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Useful,50RS NU BALANCE NATHI AAVIYU HAJI SUDHI PAN.
B03V36F1075,Yes,Sowing,,,2018-08-11,2018-06-27,10.0,Bigha,1,Surface Irrigation,1,No,,,,,,,Yes,3,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B03V36F1079,Yes,Sowing,,,2018-08-16,2018-07-21,5.0,Bigha,1,Underground water,1,No,,,,,,,Yes,1.5,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B03V36F1080,Yes,Sowing,,,2018-08-08,2018-06-09,5.0,Bigha,1,Rainfall,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,NA
B03V37F1081,Yes,Sowing,,,2018-08-08,2018-06-24,5.0,Bigha,1,Underground water,1,No,,,,,,,Yes,2,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Useful,
B03V37F1082,Yes,Sowing,,,2018-08-08,2018-06-24,6.0,Bigha,1,Surface Irrigation,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,9574777832 NO. PAR SEVA CHALU KARVANI CHE
B03V37F1086,Yes,Sowing,,,2018-08-09,2018-07-05,3.5,Bigha,1,Underground water,1,No,,,,,,,Yes,1,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,NA
B03V37F1087,Yes,Sowing,,,2018-08-18,2018-07-04,5.0,Bigha,1,Underground water,1,No,,,,,,,Yes,1,Bag,50 Kilogram,Yes,,,Yes,1,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B03V37F1089,Yes,Sowing,,,2018-08-07,2018-07-18,20.0,Bigha,1,Underground water,1,Yes,3,Bag,50 Kilogram,Yes,,,Yes,300,Kilo,,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B03V37F1090,Yes,Sowing,,,2018-08-16,2018-06-27,6.0,Bigha,1,Underground water,1,No,,,,,,,Yes,2,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B03V37F1091,Yes,Sowing,,,2018-08-10,2018-07-11,30.0,Bigha,0,,1,No,,,,,,,No,,,,,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,Yes,300,Kilo,,Yes,,,Yes,Very useful,TIMESAR TMARI MAHITI MALE CHHE 2 DIAVS PELA J DAVA NI MAHITI AAVI HATI AE KHUB J UPAYOGI HATI ANE AAPSDI SANSTHA BHU J SARU KAM CHHE..PAK MUJAB MAHITI AAPE CHHE.
B03V37F1092,Yes,Sowing,,,2018-08-17,2018-07-03,10.0,Bigha,1,Underground water,1,No,,,,,,,Yes,1,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B03V37F1095,Yes,No sowing,,,2018-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Somewhat useful,
B03V37F1096,Yes,Sowing,,,2018-08-17,2018-07-03,4.0,Bigha,1,Underground water,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,JAMIN NO REPORT JOYE CHE
B03V37F1097,Yes,Sowing,,,2018-08-09,2018-07-10,5.0,Bigha,1,Underground water,1,No,,,,,,,Yes,25,Kilo,,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B03V37F1098,Yes,Sowing,,,2018-08-07,2018-07-08,12.0,Bigha,1,Underground water,1,No,,,,,,,Yes,3,Bag,50 Kilogram,Yes,,,Yes,2,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,KOI BADALAV LAVANI JARUR NATHI SARI CHE MAHITI
B03V37F1100,Yes,No sowing,,,2018-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Somewhat useful,TUVER NI MAHITI JOYE CHE
B03V37F1101,Yes,Sowing,,,2018-08-16,2018-07-02,8.0,Bigha,1,Underground water,1,No,,,,,,,Yes,120,Kilo,,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B03V37F1102,Yes,Sowing,,,2018-08-17,2018-06-18,8.0,Bigha,1,Underground water,1,No,,,,,,,No,,,,,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,MAHITI SARI LAGE CHHE.
B03V37F1103,Yes,Sowing,,,2018-08-08,2018-07-19,8.0,Bigha,1,Underground water,1,No,,,,,,,Yes,1,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Useful,
B03V37F1104,Yes,Sowing,,,2018-08-17,2018-07-03,8.0,Bigha,1,Rainfall,1,No,,,,,,,Yes,2,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
B03V37F1105,Yes,Sowing,,,2018-08-16,2018-07-17,12.0,Bigha,1,Underground water,1,No,,,,,,,No,,,,,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,Yes,5,Bag,50 Kilogram,Yes,,,Yes,Very useful,
B03V37F1106,Yes,Sowing,,,2018-08-16,2018-05-18,3.0,Bigha,1,Underground water,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Not useful,MAHITI AVE CHE PN KHIYAL NTHI AVTO
B03V37F1107,Yes,Sowing,,,2018-08-07,2018-06-28,12.0,Bigha,1,Underground water,1,No,,,,,,,No,,,,,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,KAI BADLAV  NTHI KRVO
B03V37F1109,Yes,Sowing,,,2018-08-17,2018-07-13,2.5,Bigha,0,,1,No,,,,,,,Yes,1,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Useful,VARSAD NATHI TO UPAGOY KARIYO NATHI..
B03V38F1112,Yes,Sowing,,,2018-08-17,2018-07-18,11.0,Bigha,1,Underground water,1,No,,,,,,,Yes,4,Bag,50 Kilogram,Yes,,,No,,,,,,,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,Yes,Useful,
B03V38F1116,Yes,Sowing,,,2018-08-18,2018-07-04,30.0,Bigha,1,Underground water,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Very useful,
