uid,reject_why,consent,consent_no,cultivated_cotton,reported_area_bigha,reported_cotton_area,irrigation_el,harvested_cotton,number_harvests,yield_kg,nonsurveyed_plots,harv_nsplot,harv_all_nsplot_kg,aplots_count,harv_aplot,harv_all_aplot_kg,harv_total_kg,selling_cotton,cotton_sales,cotton_sold_kg,unsold_cotton,storage_locations,storage_own_house,storage_own_godown,storage_neighbor_godown,storage_market_warehouse,storage_other,storage_dk,other_storage_location,planned_sale_time_1,planned_sale_time_2,planned_sale_time_3,planned_sale_time_4,cotton_stored_kg,knowledge_1,knowledge_2,knowledge_3,knowledge_4,knowledge_5,knowledge_6_1,knowledge_6_2,knowledge_6_3,knowledge_6_4,knowledge_6_5,knowledge_6_1_1,knowledge_6_2_1,knowledge_6_3_1,knowledge_6_4_1,knowledge_6_5_1,knowledge_7_1,knowledge_7_2,knowledge_7_3,knowledge_7_4,knowledge_7_5,knowledge_7_6,knowledge_7_7,knowledge_7_8,knowledge_7_9,knowledge_7_10,info_tv,info_mobile_phone,info_gov_extension,info_ngo,info_farmers,info_agro_shops,info_traders,info_radio,info_krushi_mela,info_newspaper,info_other,other_info_source,trust_tv,trust_mobile_phone,trust_gov_extension,trust_ngo,trust_farmers,trust_agro_shops,trust_traders,trust_radio,trust_krushi_mela,trust_newspaper,trust_other,primary_info_source,other_primary_source,phone_info_sources,phone_info_kt,phone_info_iffco_kisaan,phone_info_reliance_foundation,phone_info_local_kvk,phone_info_dk,phone_info_other,other_phone_info,call_frequency,days_called,phone_service_start,willingness_to_experiment,experimented_2018,experiments_2018,expriment_bore_well,expriment_new_fertilizer,experiment_fert_quantity,experiment_pesticide,experiment_machinery,experiment_intercropping,experiment_seed_variety,experiment_drip_irrigation,experiment_organic,experiment_land_prep,experiment_new_crop,experiment_fencing,experiment_other,experiment_dk,experiment_refuse,other_experiment,exp_reason,exp_reason_observation,exp_reason_gov,exp_reason_subsidy,exp_reason_rec,exp_reason_info_source,exp_reason_self,exp_reason_other,exp_reason_dk,exp_reason_refuse,other_exp_reason,starttime,total_sale_revenue,expected_storage_revenue,total_sold_stored,mapped_surveyed_plot,consent_mapping,cotton_partial,mapping_complete,form_merge
B03V38F1136,,Yes,,Yes,,9.0,Yes,Yes,3.0,1600.0,2.0,No,0.0,,No,0.0,1600.0,Yes,1.0,1600.0,No,,,,,,,,,,,,,0.0,Nitrogen,,20-20-20,,Sulphur fertilizer,Yes,Yes,Yes,No,No,30 days after sowing,,,,,No,No,No,No,No,,,,,,No,Yes,No,No,Yes,Yes,No,No,No,No,No,,,medium,,,high,medium,,,,,,other farmers,,1,Yes,No,No,No,No,No,,,,,would try it immediately,Yes,9,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,6,No,No,No,No,No,Yes,No,No,No,,,1080.0,,1600.0,Yes,Yes,No,Yes,matched (3)
B03V38F1138,,Yes,,Yes,,14.0,No,Yes,1.0,300.0,0.0,No,0.0,,No,0.0,300.0,Yes,1.0,300.0,No,,,,,,,,,,,,,0.0,Potash,,DAP,DAP,,,No,,,No,,,,,,,,,,,,,,,,No,Yes,No,No,Yes,No,No,No,No,No,No,,,medium,,,low,,,,,,,,Potani jate,1,Yes,No,No,No,No,No,,,,,would try it immediately,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,,300.0,Yes,Yes,Yes,Yes,matched (3)
B03V38F1139,,Yes,,Yes,,8.0,Yes,Yes,2.0,220.0,1.0,No,0.0,,No,0.0,220.0,Yes,2.0,220.0,No,,,,,,,,,,,,,0.0,Nitrogen,,20-20-20,,Sulphur fertilizer,No,No,No,No,No,,,,,,No,No,No,No,No,,,,,,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,,medium,medium,,,high,,,medium,,,,mobile phone based information,,1,Yes,No,No,No,No,No,,,,,would try it after observing others and/or learning from other sources,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2160.0,,220.0,Yes,Yes,No,Yes,matched (3)
B03V38F1141,,Yes,,Yes,14.0,10.0,No,Yes,2.0,600.0,0.0,No,0.0,,No,0.0,600.0,Yes,1.0,600.0,No,,,,,,,,,,,,,0.0,,,20-20-20,,Sulphur fertilizer,No,No,No,No,No,,,,,,No,No,No,No,No,,,,,,No,Yes,No,No,Yes,No,No,No,No,No,No,,,high,,,very high,,,,,,,other farmers,,1,Yes,No,No,No,No,No,,,.,,would try it after observing others and/or learning from other sources,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950.0,,600.0,Yes,Yes,Yes,Yes,matched (3)
B03V38F1142,,Yes,,Yes,,25.0,Yes,Yes,2.0,340.0,0.0,No,0.0,,No,0.0,340.0,Yes,2.0,340.0,No,,,,,,,,,,,,,0.0,,DAP,20-20-20,,,No,No,No,No,No,,,,,,No,No,No,No,No,,,,,,No,No,No,No,Yes,No,No,No,No,No,No,,,,,,high,,,,,,,,My self,,,,,,,,,,,,would try it immediately,Yes,4 8,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,,6,No,No,No,No,No,Yes,No,No,No,,,1585.0,,340.0,Yes,Yes,Yes,Yes,matched (3)
B03V38F1143,,Yes,,Yes,10.0,6.0,Yes,Yes,2.0,180.0,3.0,Yes,260.0,,No,0.0,440.0,Yes,1.0,440.0,No,,,,,,,,,,,,,0.0,,,DAP,Sulphur fertilizer,Sulphur fertilizer,No,No,No,No,No,,,,,,No,No,No,No,No,,,,,,No,Yes,No,No,Yes,No,No,No,No,No,No,,,high,,,very high,,,,,,,,Potano anubhav,1,Yes,No,No,No,No,No,,,.,,would try it after observing others and/or learning from other sources,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850.0,,440.0,Yes,Yes,No,Yes,matched (3)
B03V38F1144,,Yes,,Yes,7.5,4.0,Yes,Yes,1.0,10.0,0.0,No,0.0,,No,0.0,10.0,No,,0.0,Yes,1,Yes,No,No,No,No,No,,Does not plan to sell,,,,10.0,,DAP,20-20-20,,Sulphur fertilizer,No,No,No,No,No,,,,,,No,No,No,No,No,,,,,,No,No,No,No,Yes,No,No,No,No,No,No,,,,,,medium,,,,,,,,Potano anubhav,,,,,,,,,,.,,would try it immediately,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,Yes,Yes,Yes,Yes,matched (3)
B03V38F1145,,Yes,,Yes,5.0,4.0,Yes,Yes,2.0,260.0,0.0,No,0.0,,No,0.0,260.0,Yes,2.0,260.0,No,,,,,,,,,,,,,0.0,,,20-20-20,Sulphur fertilizer,Sulphur fertilizer,No,No,No,No,No,,,,,,No,No,No,No,No,,,,,,No,Yes,No,No,Yes,Yes,No,No,No,No,No,,,high,,,very high,medium,,,,,,other farmers,,1,Yes,No,No,No,No,No,,,.,,would try it after observing others and/or learning from other sources,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1980.0,,260.0,Yes,Yes,Yes,Yes,matched (3)
B03V39F1146,,No,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,No,matched (3)
B03V39F1148,,Yes,,Yes,4.0,4.0,No,Yes,2.0,100.0,2.0,Yes,60.0,,No,0.0,160.0,Yes,1.0,160.0,No,,,,,,,,,,,,,0.0,,,DAP,,Ammonium Sulphate/SSP/Gypsum/Chirodi,No,No,No,No,No,,,,,,No,No,No,No,No,,,,,,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,,,medium,low,,high,medium,,,,very low,,,Potano anubhav,1 3,Yes,No,Yes,No,No,No,,,.,,would try it immediately,Yes,9,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,.o,No,No,No,No,No,No,Yes,No,No,Agro vada ni Bhalaman thi upyog kryo,,900.0,,160.0,Yes,Yes,No,Yes,matched (3)
B03V39F1150,,Yes,,Yes,,5.5,Yes,Yes,2.0,120.0,2.0,Yes,180.0,,No,0.0,300.0,Yes,1.0,300.0,No,,,,,,,,,,,,,0.0,,,20-20-20,,,No,No,No,No,No,,,,,,No,No,No,No,No,,,,,,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,,,,medium,medium,very high,,,,medium,,,other farmers,,,,,,,,,,,,,would try it after observing others and/or learning from other sources,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1045.0,,300.0,Yes,Yes,Yes,Yes,matched (3)
B03V39F1151,,Yes,,Yes,7.5,7.5,Yes,Yes,3.0,800.0,0.0,No,0.0,,No,0.0,800.0,No,,0.0,Yes,2,No,Yes,No,No,No,No,,,April,,,800.0,,Organic  Fertilizers,DAP,,,No,No,No,No,No,,,,,,No,No,No,No,No,,,,,,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,,,high,medium,,medium,low,,,,,,,My self,1,Yes,No,No,No,No,No,,,.,,would try it after observing others and/or learning from other sources,Yes,4,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,6,No,No,No,No,No,Yes,No,No,No,,,,1200.0,800.0,Yes,Yes,No,Yes,matched (3)
B03V39F1152,,Yes,,Yes,,5.0,Yes,Yes,1.0,300.0,2.0,Yes,100.0,,No,0.0,400.0,Yes,1.0,400.0,No,,,,,,,,,,,,,0.0,Phosphorous,NPK grade fertilizer,20-20-20,,Ammonium Sulphate/SSP/Gypsum/Chirodi,Yes,Yes,No,No,No,30 days after sowing,30 days after sowing,,,,No,No,No,No,No,,,,,,Yes,Yes,No,No,Yes,No,No,No,No,No,No,,low,medium,,,high,,,,,,,,Potano anubhav,1,Yes,No,No,No,No,No,,,,,would try it immediately,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900.0,,400.0,Yes,Yes,No,Yes,matched (3)
B03V39F1154,,Yes,,Yes,7.0,3.0,No,Yes,2.0,110.0,0.0,No,0.0,,No,0.0,110.0,Yes,1.0,110.0,No,,,,,,,,,,,,,0.0,,,DAP,,Ammonium Sulphate/SSP/Gypsum/Chirodi,No,No,No,No,No,,,,,,No,No,No,No,No,,,,,,No,Yes,No,No,Yes,No,No,No,No,No,No,,,high,,,high,,,,,,,,Potano anubhav,1,Yes,No,No,No,No,No,,,.,,would try it after observing others and/or learning from other sources,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1062.0,,110.0,Yes,Yes,Yes,Yes,matched (3)
B03V39F1155,,Yes,,Yes,7.0,6.0,Yes,Yes,3.0,150.0,0.0,No,0.0,,No,0.0,150.0,Yes,3.0,150.0,No,,,,,,,,,,,,,0.0,,,DAP,,,Yes,Yes,Yes,No,No,30 days after sowing,,,,,Yes,Yes,Yes,No,No,,,,,,No,Yes,No,No,No,No,No,No,No,No,No,,,high,,,,,,,,,,,My self,1,Yes,No,No,No,No,No,,,.,,would try it after observing others and/or learning from other sources,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,,150.0,Yes,Yes,Yes,Yes,matched (3)
B03V39F1156,,Yes,,Yes,,5.0,Yes,Yes,2.0,300.0,1.0,No,0.0,,No,0.0,300.0,Yes,1.0,300.0,No,,,,,,,,,,,,,0.0,Nitrogen,,DAP,,Ammonium Sulphate/SSP/Gypsum/Chirodi,Yes,Yes,Yes,No,No,at the time of sowing with Basal fertilizers,,at the time of sowing with Basal fertilizers,,,No,No,No,No,No,,,,,,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,,,high,medium,,very high,medium,,very high,,very high,,,My self,1,Yes,No,No,No,No,No,,,,,would try it after observing others and/or learning from other sources,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1050.0,,300.0,Yes,Yes,No,Yes,matched (3)
B03V39F1157,,Yes,,Yes,9.0,6.0,Yes,Yes,2.0,300.0,0.0,No,0.0,,No,0.0,300.0,Yes,1.0,300.0,No,,,,,,,,,,,,,0.0,,,DAP,,Ammonium Sulphate/SSP/Gypsum/Chirodi,No,No,No,No,No,,,,,,No,No,No,No,No,,,,,,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,,high,medium,,,very high,,,,,medium,,,Potano anubhav,1 3,Yes,No,Yes,No,No,No,,,.,,would try it after observing others and/or learning from other sources,Yes,9,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,6,No,No,No,No,No,Yes,No,No,No,,,1000.0,,300.0,Yes,Yes,Yes,Yes,matched (3)
B03V39F1160,,Yes,,Yes,5.0,4.0,Yes,Yes,1.0,180.0,0.0,No,0.0,,No,0.0,180.0,Yes,1.0,180.0,No,,,,,,,,,,,,,0.0,,DAP,DAP,,Ammonium Sulphate/SSP/Gypsum/Chirodi,No,No,Yes,No,,,,30 days after sowing,,,No,,No,No,No,,,,,,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,,medium,high,,,medium,low,,medium,,low,,,My self,1,Yes,No,No,No,No,No,,,.,,would try it immediately,Yes,2,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,6,No,No,No,No,No,Yes,No,No,No,,,915.0,,180.0,Yes,Yes,No,Yes,matched (3)
B03V39F1161,,Yes,,Yes,5.0,4.0,Yes,Yes,2.0,240.0,2.0,No,0.0,,No,0.0,240.0,Yes,1.0,240.0,No,,,,,,,,,,,,,0.0,Nitrogen,DAP,DAP,,,Yes,Yes,Yes,No,No,,,,,,Yes,Yes,Yes,No,No,,,,,,No,Yes,No,No,Yes,Yes,No,No,No,No,No,,,medium,,,very high,medium,,,,,,,Potani jate,1,Yes,No,No,No,No,No,,,.,,would try it after observing others and/or learning from other sources,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1074.0,,240.0,Yes,Yes,Yes,Yes,matched (3)
B03V39F1163,,Yes,,Yes,,5.0,Yes,Yes,1.0,140.0,0.0,No,0.0,,No,0.0,140.0,Yes,1.0,140.0,No,,,,,,,,,,,,,0.0,,,DAP,,,Yes,Yes,,,,,,,,,,,,,,,,,,,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,,,high,very high,,very low,very low,,,,high,,,My self,1,Yes,No,No,No,No,No,,,,,would try it immediately,Yes,1 5,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,6,No,No,No,No,No,Yes,No,No,No,,,1035.0,,140.0,Yes,Yes,Yes,Yes,matched (3)
B03V39F1164,,Yes,,Yes,5.0,,No,No,,,1.0,No,0.0,,No,0.0,0.0,,,,,,,,,,,,,,,,,,,DAP,DAP,UREA,Sulphur fertilizer,No,Yes,Yes,No,No,,30 days after sowing,,,,Yes,Yes,,,,,30 days after sowing,,,,No,Yes,No,No,Yes,Yes,No,No,No,No,No,,,low,,,low,very low,,,,,,,Potani jate,1,Yes,No,No,No,No,No,,,.,,would try it immediately,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,Yes,matched (3)
B03V39F1165,,Yes,,Yes,,2.0,Yes,Yes,3.0,340.0,1.0,No,0.0,,No,0.0,340.0,Yes,1.0,340.0,No,,,,,,,,,,,,,0.0,,DAP,DAP,,,No,No,No,No,No,,,,,,No,No,No,No,No,,,,,,No,Yes,No,No,Yes,No,No,No,No,No,No,,,medium,,,high,,,,,,,,My self,1,Yes,No,No,No,No,No,,,,,would try it after observing others and/or learning from other sources,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1020.0,,340.0,Yes,Yes,Yes,Yes,matched (3)
B03V39F1167,,Yes,,Yes,6.0,6.0,No,Yes,3.0,460.0,0.0,No,0.0,,No,0.0,460.0,Yes,1.0,460.0,No,,,,,,,,,,,,,0.0,,DAP,DAP,,,Yes,Yes,No,No,No,at the time of sowing with Basal fertilizers,,,,,No,No,No,No,No,,,,,,No,Yes,No,No,Yes,No,No,No,No,No,No,,,medium,,,high,,,,,,,,My self,1,Yes,No,No,No,No,No,,,.,,would try it after observing others and/or learning from other sources,Yes,4,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,6,No,No,No,No,No,Yes,No,No,No,,,1110.0,,460.0,Yes,Yes,Yes,Yes,matched (3)
B03V39F1170,,Yes,,Yes,9.5,1.0,No,Yes,1.0,80.0,0.0,No,0.0,,No,0.0,80.0,Yes,1.0,80.0,No,,,,,,,,,,,,,0.0,,,DAP,,,Yes,Yes,Yes,No,No,,,,,,Yes,Yes,Yes,No,No,,,,,,No,Yes,No,No,No,Yes,No,No,No,No,No,,,high,,,,medium,,,,,,,My self,1,Yes,No,No,No,No,No,,,.,,would try it immediately,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900.0,,80.0,Yes,Yes,Yes,Yes,matched (3)
B03V39F1171,,Yes,,Yes,10.0,10.0,Yes,Yes,3.0,2000.0,4.0,Yes,1040.0,,No,0.0,3040.0,No,,0.0,Yes,1,Yes,No,No,No,No,No,,April,,,,3040.0,Nitrogen,Murate of Potash (MOP),DAP,Sulphur fertilizer,Ammonium Sulphate/SSP/Gypsum/Chirodi,No,Yes,Yes,No,No,,30 days after sowing,30 days after sowing,,,No,No,No,No,No,,,,,,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,,medium,high,medium,,,high,,,medium,,,,My self,1,Yes,No,No,No,No,No,,,.,,would try it immediately,Yes,4,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,6,No,No,No,No,No,Yes,No,No,No,,,,1200.0,3040.0,Yes,Yes,Yes,Yes,matched (3)
B03V39F1172,,Yes,,Yes,,16.0,Yes,Yes,2.0,2500.0,1.0,Yes,300.0,,No,0.0,2800.0,No,,0.0,Yes,1,Yes,No,No,No,No,No,,Does not plan to sell,,,,2800.0,,DAP,20-20-20,,,Yes,Yes,Yes,No,No,,,,,,No,No,No,No,No,,,,,,No,Yes,No,No,Yes,No,No,No,No,No,No,,,medium,,,high,,,,,,,,Potani jate,1,Yes,No,No,No,No,No,,,,,would try it after observing others and/or learning from other sources,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1050.0,2800.0,Yes,Yes,Yes,Yes,matched (3)
B03V39F1173,,Yes,,Yes,,5.0,No,Yes,2.0,220.0,1.0,Yes,100.0,,No,0.0,320.0,Yes,1.0,320.0,No,,,,,,,,,,,,,0.0,,,DAP,,Ammonium Sulphate/SSP/Gypsum/Chirodi,No,No,No,No,No,,,,,,No,No,No,No,No,,,,,,No,Yes,No,No,No,Yes,No,No,No,No,No,,,low,,,,medium,,,,,,,Potano anubhav,.d,No,No,No,No,Yes,No,,Once a week,3,Since March/Holi 2018,would try it immediately,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950.0,,320.0,Yes,Yes,No,Yes,matched (3)
B03V39F1174,,Yes,,Yes,,2.5,No,No,,,1.0,Yes,400.0,,No,0.0,400.0,Yes,2.0,400.0,No,,,,,,,,,,,,,0.0,,,,,none,Yes,Yes,Yes,No,No,,,,,,Yes,Yes,Yes,No,No,,,,,,No,Yes,Yes,No,Yes,No,No,No,No,No,No,,,medium,high,,medium,,,,,,,mobile phone based information,,1,Yes,No,No,No,No,No,,,,,would try it after observing others and/or learning from other sources,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2144.0,,400.0,Yes,Yes,Yes,Yes,matched (3)
B03V39F1175,,Yes,,Yes,,6.0,Yes,Yes,1.0,640.0,1.0,Yes,220.0,,No,0.0,860.0,Yes,2.0,860.0,No,,,,,,,,,,,,,0.0,,,20-20-20,,Sulphur fertilizer,Yes,Yes,No,No,No,,at the time of sowing with Basal fertilizers,,,,No,Yes,No,No,No,,at the time of sowing with Basal fertilizers,,,,No,Yes,No,Yes,No,No,Yes,No,No,No,No,,,medium,,low,,,very low,,,,,,Potano anubhav,1,Yes,No,No,No,No,No,,,,,would try it immediately,Yes,9,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,1,Yes,No,No,No,No,No,No,No,No,,,2177.0,,860.0,Yes,Yes,No,Yes,matched (3)
B03V39F1177,,Yes,,Yes,6.5,6.5,Yes,No,,,1.0,Yes,100.0,,No,0.0,100.0,Yes,1.0,100.0,No,,,,,,,,,,,,,0.0,,,DAP,DAP,,Yes,Yes,Yes,No,No,30 days after sowing,,,,,Yes,Yes,Yes,No,No,30 days after sowing,,,,,No,Yes,No,No,No,No,No,No,No,No,No,,,medium,,,,,,,,,,,My self,1,Yes,No,No,No,No,No,,,.,,would try it immediately,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100.0,,100.0,Yes,Yes,No,Yes,matched (3)
B03V39F1178,,Yes,,Yes,14.5,12.5,Yes,Yes,4.0,2200.0,0.0,No,0.0,,No,0.0,2200.0,Yes,1.0,2200.0,No,,,,,,,,,,,,,0.0,Nitrogen,NPK grade fertilizer,DAP,,Ammonium Sulphate/SSP/Gypsum/Chirodi,,Yes,,No,No,,,,,,No,No,No,No,No,,,,,,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,,high,very high,,very high,medium,,,,very high,,,,My self,1,Yes,No,No,No,No,No,,,.,,would try it after observing others and/or learning from other sources,Yes,4,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,5,No,No,No,No,Yes,No,No,No,No,,,1080.0,,2200.0,Yes,Yes,Yes,Yes,matched (3)
B04V43F1221,,Yes,,Yes,7.0,3.0,No,Yes,2.0,380.0,0.0,No,0.0,,No,0.0,380.0,Yes,1.0,380.0,No,,,,,,,,,,,,,0.0,Potash,,DAP,,,,Yes,,,,,,,,,,,,,,,,,,,No,Yes,No,No,Yes,Yes,No,No,No,No,No,,,very low,,,medium,medium,,,,,,,Myself,.d,No,No,No,No,Yes,No,,Once a week,8,Since June /Sowing cotton 2018,would try it after observing others and/or learning from other sources,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1036.0,,380.0,Yes,Yes,Yes,Yes,matched (3)
B04V43F1223,,Yes,,Yes,,3.0,No,No,,,0.0,No,0.0,,No,0.0,0.0,,,,,,,,,,,,,,,,,,,DAP,none,,,,,,,,,,,,,,,,No,No,,,,,,No,No,No,No,Yes,Yes,No,No,No,No,No,,,,,,medium,very high,,,,,,,Jatej,,,,,,,,,,,,would try it after observing others and/or learning from other sources,Yes,11,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,6,No,No,No,No,No,Yes,No,No,No,,,,,,Yes,Yes,No,Yes,matched (3)
B04V43F1224,,Yes,,Yes,1.0,1.0,No,Yes,1.0,100.0,0.0,No,0.0,,No,0.0,100.0,Yes,1.0,100.0,No,,,,,,,,,,,,,0.0,,DAP,DAP,,,Yes,Yes,No,No,No,30 days after sowing,,,,,,,No,No,No,,,,,,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,,,very high,,,very high,high,,,,high,,,Pak na adhare.  Potani rite j,.d,No,No,No,No,Yes,No,,More than once a week,.d,Since June /Sowing cotton 2018,would try it after observing others and/or learning from other sources,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900.0,,100.0,Yes,Yes,No,Yes,matched (3)
B04V43F1225,,Yes,,Yes,,2.0,No,Yes,2.0,160.0,1.0,No,0.0,,No,0.0,160.0,Yes,1.0,160.0,No,,,,,,,,,,,,,0.0,Nitrogen,,DAP,,Ammonium Sulphate/SSP/Gypsum/Chirodi,Yes,Yes,Yes,,,,,,,,Yes,Yes,Yes,,,,,,,,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,,,medium,,,high,high,,,,medium,,,Potani rite j,.d,No,No,No,No,Yes,No,,Once a month,.d,Since June /Sowing cotton 2018,would try it after observing others and/or learning from other sources,Yes,.o,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Ripot na adhare khatar nakhyu hatu,.o,No,No,No,No,No,No,Yes,No,No,Jamin chakasni na riport na adhare,,1050.0,,160.0,Yes,Yes,No,Yes,matched (3)
B04V43F1227,,Yes,,Yes,,5.0,Yes,Yes,2.0,2500.0,1.0,No,0.0,1.0,Yes,1000.0,3500.0,Yes,1.0,3500.0,No,,,,,,,,,,,,,0.0,Nitrogen,NPK grade fertilizer,20-20-20,DAP,,Yes,Yes,No,No,No,30 days after sowing,30 days after sowing,,,,No,Yes,No,No,No,,30 days after sowing,,,,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,,low,very high,,very low,very high,very high,,,very high,,,mobile phone based information,,1,Yes,No,No,No,No,No,,,,,would try it after observing others and/or learning from other sources,Yes,4,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,1 5,Yes,No,No,No,Yes,No,No,No,No,,,1158.0,,3500.0,Yes,Yes,No,Yes,matched (3)
B04V43F1230,,Yes,,Yes,,5.0,Yes,Yes,2.0,1000.0,1.0,Yes,5000.0,1.0,Yes,6000.0,12000.0,Yes,1.0,1000.0,Yes,2,No,Yes,No,No,No,No,,,Does not plan to sell,,,11000.0,,DAP,DAP,DAP,,No,No,No,No,No,,,,,,No,No,No,No,No,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,none of these,,,,,,,,,,,,,does not answer,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950.0,1500.0,12000.0,Yes,Yes,No,Yes,matched (3)
B04V43F1231,,Yes,,Yes,7.0,3.5,Yes,Yes,1.0,440.0,1.0,Yes,460.0,,No,0.0,900.0,Yes,2.0,900.0,No,,,,,,,,,,,,,0.0,,Murate of Potash (MOP),DAP,,Sulphur fertilizer,No,No,No,No,No,,,,,,No,No,No,No,No,,,,,,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,,,high,,,very high,very low,,,very low,,,,Myself,1,Yes,No,No,No,No,No,,,.,,would try it after observing others and/or learning from other sources,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989.0,,900.0,Yes,Yes,Yes,Yes,matched (3)
B04V43F1233,,Yes,,Yes,5.0,,Yes,Yes,2.0,1200.0,1.0,Yes,1400.0,,No,0.0,2600.0,Yes,1.0,2600.0,No,,,,,,,,,,,,,0.0,,,DAP,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,,medium,low,,,medium,medium,,,,,,,Myself,.d,No,No,No,No,Yes,No,,Once a week,8,Since June /Sowing cotton 2018,would try it after observing others and/or learning from other sources,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950.0,,2600.0,Yes,Yes,No,Yes,matched (3)
B04V43F1234,,Yes,,Yes,,5.0,Yes,Yes,2.0,840.0,1.0,Yes,1800.0,,No,0.0,2640.0,Yes,2.0,2640.0,No,,,,,,,,,,,,,0.0,Nitrogen,,DAP,Sulphur fertilizer,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,No,Yes,Yes,No,No,No,No,No,,,medium,,,high,very low,,,,,,other farmers,,.d,No,No,No,No,Yes,No,,Once a week,.d,Since March/Holi 2018,would try it after observing others and/or learning from other sources,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200.0,,2640.0,Yes,Yes,No,Yes,matched (3)
B04V43F1237,,Yes,,Yes,,6.0,Yes,Yes,2.0,1200.0,0.0,No,0.0,,No,0.0,1200.0,Yes,2.0,1200.0,No,,,,,,,,,,,,,0.0,,Murate of Potash (MOP),20-20-20,,Sulphur fertilizer,Yes,Yes,No,No,No,30 days after sowing,at the time of sowing with Basal fertilizers,,,,Yes,No,No,No,No,at the time of sowing with Basal fertilizers,,,,,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,,,very high,,,very high,very high,,,very high,,,agro dealers,,1,Yes,No,No,No,No,No,,,,,would try it immediately,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2160.0,,1200.0,Yes,Yes,Yes,Yes,matched (3)
